pickup,dropoff,passengers,distance,fare,payment,pickup_zone,dropoff_zone
19-03-2019 14:21,19-03-2019 15:51,2,33.46,150,cash,East Flushing,
26-03-2019 14:28,26-03-2019 14:35,1,1.05,6.5,credit card,Richmond Hill,Woodhaven
14-03-2019 11:22,14-03-2019 11:43,1,1.89,13.5,credit card,Bedford Park,Belmont
30-03-2019 11:15,30-03-2019 11:33,1,6.15,19.5,credit card,Forest Hills,LaGuardia Airport
04-03-2019 09:19,04-03-2019 09:36,1,2.73,12.5,credit card,Central Harlem North,East Harlem North
08-03-2019 14:37,08-03-2019 14:42,1,1.23,6,credit card,East Harlem South,East Harlem North
30-03-2019 22:13,30-03-2019 22:47,1,18.89,44.2,credit card,Douglaston,Spuyten Duyvil/Kingsbridge
31-03-2019 19:09,31-03-2019 19:22,1,3.7,14,credit card,Greenpoint,Lower East Side
25-03-2019 19:34,25-03-2019 19:49,1,1.38,10,cash,Inwood,Kingsbridge Heights
02-03-2019 00:37,02-03-2019 00:43,1,1.1,5.5,credit card,Williamsburg (North Side),Greenpoint
11-03-2019 08:50,11-03-2019 09:46,1,8.77,27.54,credit card,Crown Heights North,Lenox Hill East
11-03-2019 14:54,11-03-2019 15:13,1,5.88,20.5,credit card,Fort Greene,Gramercy
13-03-2019 14:35,13-03-2019 14:44,1,1.53,7.5,cash,Jamaica,Baisley Park
04-03-2019 10:29,04-03-2019 10:40,1,1.77,9.5,credit card,Marine Park/Mill Basin,Midwood
28-03-2019 18:23,28-03-2019 18:28,1,0.32,4.5,credit card,Downtown Brooklyn/MetroTech,Downtown Brooklyn/MetroTech
25-03-2019 21:02,25-03-2019 21:07,1,0.8,5.5,cash,Boerum Hill,Park Slope
11-03-2019 00:11,11-03-2019 00:21,1,2.3,10.5,cash,Forest Hills,Hillcrest/Pomonok
18-03-2019 17:14,18-03-2019 17:26,1,3.19,13,credit card,Astoria,LaGuardia Airport
07-03-2019 20:46,07-03-2019 21:34,1,14.2,40.24,credit card,Flatbush/Ditmas Park,Queensbridge/Ravenswood
09-03-2019 22:26,09-03-2019 22:54,1,4.93,15.61,credit card,Highbridge,Soundview/Bruckner
14-03-2019 07:08,14-03-2019 07:40,1,11.43,33.53,credit card,East Elmhurst,Belmont
28-03-2019 09:16,28-03-2019 09:24,1,1.2,6.5,credit card,Clinton Hill,Fort Greene
21-03-2019 10:39,21-03-2019 10:45,1,1.06,6,cash,East Harlem North,Central Harlem North
14-03-2019 12:25,14-03-2019 12:30,2,0.76,5.5,cash,Astoria,Sunnyside
06-03-2019 14:33,06-03-2019 14:50,2,2.7,13.5,cash,Woodside,Elmhurst
12-03-2019 00:27,12-03-2019 00:33,1,1.38,6.5,cash,Central Harlem North,East Harlem North
05-03-2019 09:15,05-03-2019 09:25,1,2.01,9,credit card,Queensboro Hill,Fresh Meadows
13-03-2019 08:56,13-03-2019 09:00,1,0.5,4.5,credit card,Astoria,Astoria
05-03-2019 18:45,05-03-2019 18:52,5,0.91,6,credit card,Astoria,Old Astoria
25-03-2019 17:46,25-03-2019 17:52,1,1.3,6.5,credit card,Central Park,Upper West Side North
15-03-2019 20:34,15-03-2019 20:34,1,0,52,cash,Downtown Brooklyn/MetroTech,Downtown Brooklyn/MetroTech
30-03-2019 19:56,30-03-2019 20:12,1,2.75,12.5,cash,Elmhurst,Forest Hills
28-03-2019 19:16,28-03-2019 19:35,2,3.49,15,credit card,East Flatbush/Farragut,Starrett City
27-03-2019 19:11,27-03-2019 19:21,1,2.03,9,credit card,Central Park,Upper East Side South
01-03-2019 15:00,01-03-2019 15:31,1,11.55,34.49,credit card,Sheepshead Bay,South Ozone Park
12-03-2019 14:58,12-03-2019 15:00,1,0,3,credit card,Queensbridge/Ravenswood,Queensbridge/Ravenswood
11-03-2019 21:05,11-03-2019 21:22,1,4.57,16,cash,East Williamsburg,Old Astoria
09-03-2019 06:57,09-03-2019 06:59,1,0.73,4.5,credit card,East Harlem South,Central Harlem
09-03-2019 16:31,09-03-2019 16:40,1,1,7,cash,Woodside,Elmhurst
26-03-2019 09:46,26-03-2019 10:08,1,6.32,21,credit card,Brooklyn Heights,UN/Turtle Bay South
12-03-2019 15:15,12-03-2019 15:40,1,4.54,20.16,credit card,Madison,Starrett City
11-03-2019 16:56,11-03-2019 17:08,1,1.53,9.5,credit card,Crown Heights South,Prospect-Lefferts Gardens
31-03-2019 21:55,31-03-2019 22:02,1,2.3,9,cash,Old Astoria,Jackson Heights
20-03-2019 12:32,20-03-2019 12:40,1,2.48,12,credit card,Jamaica Estates,Flushing Meadows-Corona Park
27-03-2019 11:50,27-03-2019 12:07,1,4.4,17,credit card,Coney Island,Bay Ridge
17-03-2019 22:23,17-03-2019 22:35,2,2.11,10,cash,Jackson Heights,Corona
09-03-2019 23:49,09-03-2019 23:57,1,1.76,8.5,credit card,Boerum Hill,Park Slope
28-03-2019 11:30,28-03-2019 11:57,1,3.3,18,credit card,Stuyvesant Heights,Fort Greene
22-03-2019 23:15,22-03-2019 23:33,2,2.78,14,cash,Forest Hills,Forest Hills
19-03-2019 07:20,19-03-2019 07:20,1,0,2.5,cash,Dyker Heights,Dyker Heights
31-03-2019 14:16,31-03-2019 14:23,1,1.42,7,credit card,Morningside Heights,Central Harlem North
17-03-2019 14:31,17-03-2019 14:45,1,3.91,14.5,credit card,Forest Hills,Hillcrest/Pomonok
30-03-2019 02:03,30-03-2019 02:19,2,5.48,18,credit card,Greenpoint,UN/Turtle Bay South
11-03-2019 08:06,11-03-2019 08:50,1,5.06,19.26,credit card,East Williamsburg,UN/Turtle Bay South
23-03-2019 14:29,23-03-2019 15:21,1,14.47,46.5,credit card,South Jamaica,Garment District
20-03-2019 23:25,20-03-2019 23:33,5,1.79,8.5,cash,Central Harlem,Hamilton Heights
01-03-2019 12:02,01-03-2019 12:28,5,3.94,19.5,credit card,Cambria Heights,Jamaica
16-03-2019 22:06,16-03-2019 22:17,1,5.01,12,cash,Mott Haven/Port Morris,Soundview/Castle Hill
27-03-2019 07:58,27-03-2019 08:11,1,1.96,10.5,credit card,East Harlem North,Central Harlem North
11-03-2019 18:05,11-03-2019 18:34,6,3.69,20,credit card,Brooklyn Heights,Crown Heights South
04-03-2019 09:42,04-03-2019 10:35,1,18.6,58,credit card,Bushwick South,Central Harlem
09-03-2019 16:22,09-03-2019 16:32,1,2.1,9.5,cash,Astoria,East Elmhurst
10-03-2019 20:56,10-03-2019 21:02,1,0.9,6,cash,Jackson Heights,Jackson Heights
10-03-2019 18:30,10-03-2019 18:36,1,0.84,5.5,credit card,Boerum Hill,DUMBO/Vinegar Hill
21-03-2019 16:10,21-03-2019 16:16,1,0.8,5.5,cash,Cobble Hill,Boerum Hill
29-03-2019 22:41,29-03-2019 22:45,1,0.6,5,credit card,Clinton Hill,Prospect Heights
05-03-2019 18:28,05-03-2019 18:47,1,3.75,17.26,credit card,Hamilton Heights,University Heights/Morris Heights
28-03-2019 11:55,28-03-2019 12:11,1,1.56,11,cash,Erasmus,Flatbush/Ditmas Park
03-03-2019 20:13,03-03-2019 20:17,1,0.5,5,credit card,Sunnyside,Sunnyside
24-03-2019 13:59,24-03-2019 14:09,1,0.97,8,cash,Astoria,Old Astoria
08-03-2019 01:46,08-03-2019 01:57,1,1.93,9,cash,Woodside,Jackson Heights
18-03-2019 09:10,18-03-2019 09:27,1,3.11,13.5,credit card,East Harlem North,Upper West Side South
23-03-2019 22:36,23-03-2019 22:45,1,4,13,credit card,Pelham Parkway,Co-Op City
23-03-2019 06:48,23-03-2019 06:48,1,0,2.5,cash,Hunts Point,Hunts Point
24-03-2019 05:42,24-03-2019 06:07,1,6.87,24,cash,Washington Heights South,Van Cortlandt Village
09-03-2019 01:15,09-03-2019 01:22,5,0.97,6,cash,Jackson Heights,Elmhurst
31-03-2019 18:51,31-03-2019 19:08,2,4.04,15.5,cash,Rego Park,Ridgewood
01-03-2019 06:42,01-03-2019 07:01,1,4.64,17,cash,Jamaica,Cambria Heights
22-03-2019 17:14,22-03-2019 17:16,1,0.44,3.5,cash,Greenpoint,Greenpoint
08-03-2019 12:33,08-03-2019 12:37,1,0.66,5,cash,Melrose South,East Concourse/Concourse Village
01-03-2019 17:07,01-03-2019 18:05,1,21.27,65.59,credit card,Cambria Heights,Morningside Heights
31-03-2019 19:18,31-03-2019 19:19,1,0.19,3,cash,Rego Park,Rego Park
07-03-2019 12:47,07-03-2019 13:18,1,9.9,30.5,credit card,Crown Heights North,LaGuardia Airport
18-03-2019 15:14,18-03-2019 15:23,1,0.8,7,cash,Astoria,Steinway
30-03-2019 09:34,30-03-2019 09:40,1,1.07,6,cash,Woodside,Sunnyside
11-03-2019 15:26,11-03-2019 15:31,1,1.12,5.5,cash,Central Park,Upper West Side North
04-03-2019 06:42,04-03-2019 06:53,1,2.71,10.5,credit card,Prospect-Lefferts Gardens,Clinton Hill
04-03-2019 08:04,04-03-2019 08:26,5,3.25,16,credit card,Mount Hope,Norwood
13-03-2019 08:32,13-03-2019 08:40,1,1.8,8,credit card,East Harlem South,East Harlem North
31-03-2019 03:06,31-03-2019 03:10,1,0.8,5,cash,Jackson Heights,Jackson Heights
17-03-2019 14:26,17-03-2019 14:28,1,0.09,3,cash,Morningside Heights,Morningside Heights
15-03-2019 12:01,15-03-2019 12:45,1,10.94,33.67,credit card,Springfield Gardens North,Crown Heights North
18-03-2019 02:51,18-03-2019 02:57,1,1.13,6.5,cash,Jackson Heights,Jackson Heights
30-03-2019 13:29,30-03-2019 13:48,0,3,14.5,credit card,Central Harlem North,Manhattan Valley
27-03-2019 12:31,27-03-2019 12:43,1,1.68,8,cash,East Concourse/Concourse Village,Melrose South
20-03-2019 23:00,20-03-2019 23:08,2,1.36,7.5,cash,Queensbridge/Ravenswood,Long Island City/Hunters Point
01-03-2019 18:05,01-03-2019 18:17,3,1.73,9,cash,Central Harlem,Central Harlem North
01-03-2019 11:08,01-03-2019 11:19,1,1.17,7.5,cash,East Harlem South,East Harlem South
31-03-2019 14:02,31-03-2019 14:09,1,1.46,7,cash,Elmhurst,Forest Hills
04-03-2019 17:16,04-03-2019 17:29,1,3,11,cash,Astoria,East Elmhurst
03-03-2019 18:02,03-03-2019 18:11,1,1.92,8.5,credit card,Woodside,Astoria
04-03-2019 19:07,04-03-2019 19:13,1,0.9,5.5,cash,Astoria,Old Astoria
07-03-2019 09:17,07-03-2019 09:18,1,0.1,2.5,credit card,Midwood,Midwood
22-03-2019 18:07,22-03-2019 18:47,1,6.84,37.6,credit card,East Harlem North,Marble Hill
24-03-2019 09:35,24-03-2019 09:42,1,1.3,7,credit card,Stuyvesant Heights,East Williamsburg
04-03-2019 23:29,04-03-2019 23:34,1,0.97,6,credit card,Brooklyn Heights,Columbia Street
16-03-2019 19:00,16-03-2019 19:55,1,19.57,56.12,credit card,East Flatbush/Farragut,Soundview/Castle Hill
23-03-2019 11:52,23-03-2019 11:58,1,1.04,6,credit card,Morningside Heights,Morningside Heights
20-03-2019 18:09,20-03-2019 18:19,1,1.4,8.5,credit card,Central Harlem,East Harlem North
13-03-2019 15:39,13-03-2019 15:51,1,2.67,10.5,credit card,Flushing,Whitestone
30-03-2019 09:25,30-03-2019 09:54,1,10.32,31,cash,Long Island City/Hunters Point,Park Slope
02-03-2019 11:06,02-03-2019 11:08,1,0.51,3.5,credit card,East Harlem North,East Harlem North
14-03-2019 09:29,14-03-2019 09:39,1,0.88,7.5,cash,East Harlem North,Central Harlem
09-03-2019 19:25,09-03-2019 19:33,1,2.19,9,cash,Long Island City/Hunters Point,Astoria
21-03-2019 23:07,21-03-2019 23:12,1,0.61,5.5,cash,East Harlem South,East Harlem South
16-03-2019 02:40,16-03-2019 03:01,1,7.79,24.5,cash,Woodside,Randalls Island
03-03-2019 13:27,03-03-2019 13:40,1,2.8,12.5,credit card,Starrett City,Canarsie
13-03-2019 10:57,13-03-2019 11:14,1,2.8,13.5,credit card,Clinton Hill,Crown Heights North
15-03-2019 14:21,15-03-2019 14:36,1,2.53,12.5,cash,Forest Hills,Middle Village
15-03-2019 16:29,15-03-2019 17:37,1,11.64,49,credit card,Washington Heights South,Midtown South
13-03-2019 15:59,13-03-2019 16:07,1,0.8,6.5,credit card,Central Harlem,Central Harlem
03-03-2019 20:18,03-03-2019 20:26,1,1.31,7.5,cash,East Harlem South,Bloomingdale
13-03-2019 11:13,13-03-2019 11:25,1,2.32,10,cash,East Harlem North,Upper West Side North
23-03-2019 00:32,23-03-2019 00:41,1,1.9,8.5,credit card,East Harlem North,Morningside Heights
28-03-2019 13:07,28-03-2019 13:16,1,1.3,8,cash,Central Harlem North,Washington Heights South
30-03-2019 17:59,30-03-2019 18:30,1,4.24,20.5,credit card,Clinton Hill,East Flatbush/Remsen Village
20-03-2019 09:22,20-03-2019 09:57,1,10.24,38.28,credit card,Rego Park,Manhattanville
26-03-2019 14:26,26-03-2019 14:37,6,1.59,9.5,cash,Woodside,Elmhurst/Maspeth
01-03-2019 16:41,01-03-2019 17:24,1,7.29,30,credit card,Flatbush/Ditmas Park,East New York
16-03-2019 09:52,16-03-2019 10:02,1,2.1,9,credit card,Long Island City/Queens Plaza,Lenox Hill West
26-03-2019 10:31,26-03-2019 10:37,1,0.73,5.5,cash,Park Slope,Prospect Heights
31-03-2019 20:09,31-03-2019 20:17,1,1.47,7.5,credit card,Forest Hills,Glendale
06-03-2019 09:34,06-03-2019 09:44,1,1.26,8,credit card,East Harlem South,Yorkville West
15-03-2019 20:32,15-03-2019 20:38,1,0.78,6,credit card,Central Park,Manhattan Valley
30-03-2019 10:51,30-03-2019 11:06,1,8.28,23.5,credit card,Central Harlem North,LaGuardia Airport
08-03-2019 17:18,08-03-2019 17:21,1,0.68,4.5,credit card,Steinway,Steinway
01-03-2019 20:34,01-03-2019 20:41,1,0.86,6.5,credit card,Central Harlem North,Central Harlem
21-03-2019 16:19,21-03-2019 16:28,2,0.81,7.5,credit card,Downtown Brooklyn/MetroTech,Fort Greene
29-03-2019 15:28,29-03-2019 16:02,1,6.02,25,credit card,Downtown Brooklyn/MetroTech,Murray Hill
21-03-2019 17:49,21-03-2019 18:18,1,2.94,19,credit card,DUMBO/Vinegar Hill,TriBeCa/Civic Center
07-03-2019 16:12,07-03-2019 16:33,1,2.25,14,credit card,Stuyvesant Heights,Crown Heights North
21-03-2019 13:59,21-03-2019 14:04,1,0.77,6,cash,Morningside Heights,Manhattan Valley
28-03-2019 03:19,28-03-2019 03:32,1,2.7,11,cash,Bushwick North,Ocean Hill
07-03-2019 22:14,07-03-2019 22:22,1,1.42,7.5,credit card,Central Harlem,East Harlem South
07-03-2019 18:36,07-03-2019 18:44,1,0.93,7,credit card,Forest Hills,Forest Hills
13-03-2019 10:56,13-03-2019 11:03,1,1.46,7,credit card,East Harlem North,East Harlem South
27-03-2019 07:56,27-03-2019 08:19,1,3.3,16.5,credit card,East Harlem South,Lincoln Square West
21-03-2019 21:31,21-03-2019 21:46,1,4.77,16,cash,Jackson Heights,Long Island City/Hunters Point
14-03-2019 16:24,14-03-2019 16:25,1,0,2.5,cash,Astoria,Astoria
22-03-2019 20:56,22-03-2019 21:01,2,0.79,5.5,credit card,Woodside,Woodside
27-03-2019 18:58,27-03-2019 19:01,1,0.48,4,cash,Central Harlem,Central Harlem North
11-03-2019 18:55,11-03-2019 19:28,1,4.6,22.5,credit card,Bushwick North,Crown Heights South
25-03-2019 16:38,25-03-2019 17:43,1,13.8,41.85,credit card,East Harlem South,South Jamaica
06-03-2019 08:11,06-03-2019 08:23,1,1.3,10,cash,East Harlem South,Upper West Side North
21-03-2019 13:58,21-03-2019 14:22,1,3,16,credit card,Jackson Heights,Queensbridge/Ravenswood
24-03-2019 21:00,24-03-2019 21:14,1,4.3,15,credit card,Brooklyn Heights,Kips Bay
08-03-2019 17:57,08-03-2019 18:04,1,1.04,6,cash,Astoria,Astoria
06-03-2019 20:18,06-03-2019 20:26,1,1.71,8,cash,Brooklyn Heights,Red Hook
21-03-2019 08:59,21-03-2019 09:42,1,14.9,45,credit card,Midwood,South Ozone Park
06-03-2019 00:04,06-03-2019 00:07,1,0.47,4,cash,Elmhurst,Jackson Heights
15-03-2019 00:43,15-03-2019 00:48,1,0.88,5.5,cash,Elmhurst,Jackson Heights
02-03-2019 16:24,02-03-2019 16:26,1,0.6,4,,Morningside Heights,Hamilton Heights
30-03-2019 16:29,30-03-2019 16:39,1,1.5,8,cash,Elmhurst,Elmhurst
16-03-2019 15:26,16-03-2019 15:41,2,3.82,11,cash,East Harlem North,Hamilton Heights
30-03-2019 15:05,30-03-2019 15:14,1,1.43,8,cash,East Harlem North,Central Harlem
17-03-2019 21:25,17-03-2019 21:44,1,4.6,17,credit card,Steinway,Upper East Side South
13-03-2019 19:41,13-03-2019 19:49,1,1.6,7.5,credit card,Fort Greene,Gowanus
14-03-2019 06:58,14-03-2019 07:59,1,8.59,40.5,credit card,Parkchester,Central Harlem
24-03-2019 00:15,24-03-2019 00:35,1,4.94,18,credit card,Greenpoint,East Village
12-03-2019 07:19,12-03-2019 08:00,1,6.16,17.03,credit card,Claremont/Bathgate,Central Harlem
20-03-2019 12:57,20-03-2019 13:01,1,0.7,5,credit card,Rego Park,Forest Hills
23-03-2019 16:54,23-03-2019 17:07,1,1.55,9.5,credit card,Greenpoint,Williamsburg (North Side)
05-03-2019 22:31,05-03-2019 23:08,2,14.67,43,credit card,Bushwick South,Rosedale
11-03-2019 19:36,11-03-2019 19:36,1,0.1,2.5,,Crown Heights South,Crown Heights South
10-03-2019 19:44,10-03-2019 19:58,1,4.38,15.5,credit card,Hamilton Heights,Inwood Hill Park
08-03-2019 09:20,08-03-2019 09:25,1,1.2,6,cash,Central Park,Manhattan Valley
10-03-2019 04:59,10-03-2019 05:02,5,0.94,5,cash,Bedford,Stuyvesant Heights
06-03-2019 17:38,06-03-2019 18:01,1,4.97,19,credit card,Jamaica,Cambria Heights
01-03-2019 15:56,01-03-2019 16:03,1,1.1,6.5,cash,Cobble Hill,Boerum Hill
05-03-2019 10:34,05-03-2019 11:44,1,20.64,86.14,credit card,Coney Island,Upper East Side North
01-03-2019 08:23,01-03-2019 08:52,1,5.1,19.26,credit card,East Concourse/Concourse Village,Westchester Village/Unionport
01-03-2019 15:16,01-03-2019 15:29,1,3.44,12.5,credit card,Bay Ridge,Gravesend
01-03-2019 21:28,01-03-2019 21:42,1,2.49,11.5,cash,Brooklyn Heights,Clinton Hill
10-03-2019 01:10,10-03-2019 01:12,2,0.18,3,cash,Woodside,Woodside
14-03-2019 10:19,14-03-2019 10:26,1,1.9,8,credit card,Starrett City,Canarsie
06-03-2019 17:12,06-03-2019 18:40,1,12.79,57,credit card,Queensbridge/Ravenswood,Flatlands
04-03-2019 16:31,04-03-2019 16:58,1,6.3,25,credit card,DUMBO/Vinegar Hill,West Village
24-03-2019 20:18,24-03-2019 20:25,1,1.17,6.5,credit card,Brooklyn Heights,Cobble Hill
08-03-2019 09:00,08-03-2019 09:05,1,0.9,5.5,credit card,Woodside,Jackson Heights
22-03-2019 19:35,22-03-2019 20:25,1,6.39,20.92,credit card,Schuylerville/Edgewater Park,Bedford Park
18-03-2019 11:22,18-03-2019 11:28,1,0.46,5.5,credit card,Brooklyn Heights,Brooklyn Heights
19-03-2019 21:57,19-03-2019 22:16,1,7.15,23,cash,Elmhurst/Maspeth,Hudson Sq
25-03-2019 18:54,25-03-2019 19:39,1,22.51,60.52,credit card,Morrisania/Melrose,Baisley Park
28-03-2019 20:22,28-03-2019 20:30,1,0.94,6.5,credit card,Downtown Brooklyn/MetroTech,DUMBO/Vinegar Hill
31-03-2019 18:10,31-03-2019 18:18,1,1.71,8.5,credit card,Central Harlem,West Concourse
04-03-2019 11:26,04-03-2019 11:59,1,8.51,30,credit card,Stuyvesant Heights,Bay Ridge
09-03-2019 16:50,09-03-2019 17:29,1,10.83,33.01,credit card,Co-Op City,East Concourse/Concourse Village
06-03-2019 10:52,06-03-2019 10:54,1,0.52,4,cash,Central Harlem,Central Harlem
15-03-2019 21:31,15-03-2019 21:50,1,2.9,13.5,cash,Elmhurst,East Elmhurst
25-03-2019 21:31,25-03-2019 21:38,1,1.17,6.5,credit card,Elmhurst,Jackson Heights
27-03-2019 17:27,27-03-2019 17:30,1,0.5,4,credit card,Central Harlem North,Central Harlem North
02-03-2019 22:56,02-03-2019 22:59,1,0.54,4.5,cash,Morningside Heights,Morningside Heights
31-03-2019 11:42,31-03-2019 11:49,1,1.87,8,credit card,East Harlem South,Upper East Side South
03-03-2019 10:14,03-03-2019 10:55,1,9.08,33,credit card,Starrett City,Boerum Hill
27-03-2019 18:05,27-03-2019 18:16,1,1.78,10,cash,Central Harlem North,Central Harlem
04-03-2019 22:03,04-03-2019 22:29,1,6.44,23,credit card,Queensbridge/Ravenswood,Stuyvesant Heights
10-03-2019 14:41,10-03-2019 14:56,1,2.59,12.5,cash,East Harlem North,Manhattan Valley
28-03-2019 19:49,28-03-2019 20:12,1,7.44,24.5,credit card,East Harlem South,Inwood
23-03-2019 14:26,23-03-2019 15:00,1,14.03,38.61,credit card,Crotona Park East,Jamaica Estates
03-03-2019 02:36,03-03-2019 02:56,1,3.8,16,cash,Williamsburg (North Side),Greenwich Village South
19-03-2019 14:59,19-03-2019 15:37,1,8.59,31,cash,Sunnyside,Financial District North
28-03-2019 19:19,28-03-2019 19:25,1,1.03,6,credit card,Astoria,Astoria
19-03-2019 07:33,19-03-2019 07:42,1,0.75,7,cash,Central Harlem North,Central Harlem
23-03-2019 16:07,23-03-2019 16:45,1,12.05,36.5,cash,Astoria,TriBeCa/Civic Center
13-03-2019 07:33,13-03-2019 07:46,1,1.67,9.5,credit card,Central Harlem North,East Harlem North
03-03-2019 12:32,03-03-2019 13:09,1,19.01,48.89,credit card,Bronxdale,Crown Heights North
31-03-2019 10:56,31-03-2019 11:04,4,1.37,7.5,credit card,Morningside Heights,Upper West Side North
28-03-2019 15:55,28-03-2019 16:46,1,4.88,31.5,credit card,Fort Greene,Brownsville
20-03-2019 09:33,20-03-2019 09:56,2,3.2,16,credit card,Long Island City/Hunters Point,Lenox Hill West
26-03-2019 14:14,26-03-2019 14:24,1,1.59,8.5,cash,Central Harlem,Central Harlem North
13-03-2019 13:01,13-03-2019 13:37,1,5.53,25.5,cash,Jackson Heights,Murray Hill
23-03-2019 19:32,23-03-2019 19:44,1,5.13,17,cash,Manhattanville,Clinton East
26-03-2019 11:04,26-03-2019 11:09,1,0.64,5.5,credit card,Morningside Heights,Manhattanville
29-03-2019 08:24,29-03-2019 08:45,1,3.9,18,cash,Washington Heights North,East Harlem North
05-03-2019 12:34,05-03-2019 12:55,1,3.92,16,credit card,Bay Ridge,Borough Park
16-03-2019 22:13,16-03-2019 22:19,1,1.14,6.5,credit card,Central Harlem,Central Harlem North
22-03-2019 12:17,22-03-2019 12:29,1,1.54,9.5,credit card,East Harlem South,Central Harlem
15-03-2019 14:13,15-03-2019 14:25,1,1.26,9,cash,Central Park,Yorkville West
08-03-2019 09:34,08-03-2019 10:28,1,13.3,45.5,credit card,East Tremont,Flatiron
14-03-2019 07:24,14-03-2019 07:26,2,0.27,3.5,credit card,Windsor Terrace,Sunset Park West
15-03-2019 18:44,15-03-2019 18:47,1,0.3,4.5,cash,East Harlem North,East Harlem North
05-03-2019 09:10,05-03-2019 09:14,1,0.84,5,credit card,Brooklyn Heights,Cobble Hill
27-03-2019 10:18,27-03-2019 10:27,1,1.28,7.5,credit card,Downtown Brooklyn/MetroTech,Columbia Street
15-03-2019 21:54,15-03-2019 22:07,1,1.66,9.5,credit card,Gowanus,Columbia Street
12-03-2019 09:13,12-03-2019 09:42,1,8.39,26.58,credit card,Briarwood/Jamaica Hills,Sunnyside
30-03-2019 02:53,30-03-2019 02:59,2,1.11,6,credit card,Williamsburg (South Side),Williamsburg (North Side)
11-03-2019 10:29,11-03-2019 10:32,2,0.68,4,cash,Astoria,Steinway
29-03-2019 16:19,29-03-2019 16:33,1,2.27,10.5,cash,Long Island City/Queens Plaza,Jackson Heights
22-03-2019 14:19,22-03-2019 14:28,2,1.37,8,credit card,East Harlem South,East Harlem North
16-03-2019 11:02,16-03-2019 11:12,1,2.56,9.5,cash,East Harlem South,Mott Haven/Port Morris
05-03-2019 06:59,05-03-2019 07:54,2,7.5,36,credit card,Canarsie,South Williamsburg
31-03-2019 17:40,31-03-2019 17:50,1,2.58,10,credit card,Midwood,Manhattan Beach
19-03-2019 21:55,19-03-2019 22:08,1,2.49,11,cash,Queensbridge/Ravenswood,Midtown North
15-03-2019 17:49,15-03-2019 17:57,1,1.01,7,cash,Central Harlem,Morningside Heights
20-03-2019 02:58,20-03-2019 03:10,1,3.6,13.5,cash,East Harlem North,Hunts Point
31-03-2019 16:11,31-03-2019 17:05,1,13.44,46.5,credit card,Cobble Hill,Washington Heights South
30-03-2019 21:48,30-03-2019 22:11,1,4.2,17,credit card,Fort Greene,Brownsville
22-03-2019 17:41,22-03-2019 17:50,1,3.24,11.5,credit card,Elmhurst,LaGuardia Airport
11-03-2019 20:01,11-03-2019 20:12,1,1.69,9,credit card,Prospect-Lefferts Gardens,Flatbush/Ditmas Park
08-03-2019 19:39,08-03-2019 19:57,1,2.33,13,credit card,Elmhurst,East Elmhurst
07-03-2019 17:54,07-03-2019 18:00,1,1.06,6.5,credit card,Morningside Heights,Manhattan Valley
12-03-2019 06:58,12-03-2019 07:16,1,3.2,15,cash,Downtown Brooklyn/MetroTech,Flatbush/Ditmas Park
14-03-2019 01:43,14-03-2019 01:49,3,1.2,6,cash,Elmhurst,Elmhurst
19-03-2019 21:09,19-03-2019 21:19,1,2.1,9.5,cash,Fort Greene,Park Slope
11-03-2019 17:40,11-03-2019 17:55,1,2,11.5,credit card,Sheepshead Bay,Gravesend
06-03-2019 10:29,06-03-2019 10:31,1,0.19,3,cash,Washington Heights North,Washington Heights North
18-03-2019 07:12,18-03-2019 08:03,1,9.3,36.5,credit card,Stuyvesant Heights,Midtown Center
31-03-2019 14:18,31-03-2019 14:29,1,0.65,8,cash,Rego Park,Elmhurst
19-03-2019 10:04,19-03-2019 10:22,1,1.27,10.5,cash,East Harlem South,Yorkville West
08-03-2019 12:54,08-03-2019 13:02,1,1.47,7.5,cash,East Harlem North,Central Park
24-03-2019 01:33,24-03-2019 01:37,1,0.8,4.5,credit card,Kew Gardens,Kew Gardens Hills
14-03-2019 08:59,14-03-2019 09:29,1,4.31,16.13,credit card,East Concourse/Concourse Village,Van Nest/Morris Park
20-03-2019 16:29,20-03-2019 16:38,1,1.12,7.5,credit card,Parkchester,Soundview/Bruckner
09-03-2019 12:27,09-03-2019 13:11,1,11.4,39,credit card,Windsor Terrace,Clinton East
28-03-2019 10:05,28-03-2019 10:24,1,4.32,16.5,credit card,Central Harlem North,East Harlem South
14-03-2019 13:43,14-03-2019 14:06,1,3.05,16,cash,Brooklyn Heights,Bedford
08-03-2019 16:39,08-03-2019 16:58,1,0.93,9.5,credit card,Fordham South,Kingsbridge Heights
10-03-2019 12:47,10-03-2019 12:48,1,0.74,4,credit card,East Harlem North,East Harlem South
17-03-2019 12:46,17-03-2019 12:49,1,0.6,4,credit card,Morningside Heights,Morningside Heights
01-03-2019 00:30,01-03-2019 00:37,2,1.35,7,cash,Astoria,Queensbridge/Ravenswood
12-03-2019 11:08,12-03-2019 11:12,1,0.8,5,credit card,Elmhurst/Maspeth,Elmhurst
30-03-2019 11:05,30-03-2019 11:19,1,6.64,21,credit card,Woodside,Flushing
24-03-2019 12:17,24-03-2019 12:28,1,2.28,10,credit card,Woodside,Old Astoria
01-03-2019 19:30,01-03-2019 19:46,1,1.55,11,cash,Astoria,Woodside
06-03-2019 18:23,06-03-2019 18:29,1,0.89,6,credit card,Downtown Brooklyn/MetroTech,Columbia Street
